DATABASE	FORMULA	CHARGE
cpd12839_c0		10000000
cpd12840_c0	C18H32O16	0
cpd12841_c0	C175H273N24O70P2	-11
cpd12842_c0	C135H212N16O49P2	-8
cpd12843_c0	C3H6FeN3O6R3	0
cpd12844_c0	C31H48O2	0
cpd12845_c0	C7H6N2O6R2	-2
cpd12846_c0	C6H7N2O4R2	-1
cpd12847_c0	C7H13N3O2R2	0
cpd12848_c0	C17H27N5O4R2S	0
cpd12849_c0	C4H6O7PR2	-1
cpd12850_c0	noformula	10000000
cpd12851_c0		10000000
cpd12852_c0		10000000
cpd12853_c0		10000000
cpd12854_c0		10000000
cpd12855_c0		10000000
cpd12856_c0		10000000
cpd12857_c0		10000000
cpd12858_c0		10000000
cpd12859_c0		10000000
cpd12860_c0		10000000
cpd12861_c0	C27H28O15R2	0
cpd12862_c0		10000000
cpd12863_c0		10000000
cpd12864_c0	C11H16O10R2	0
cpd12865_c0	C17H26O15R2	0
cpd12866_c0	C3H2NO3R2	-1
cpd12868_c0	C4H6N2O3R2	0
cpd12869_c0	C18H32O16	0
cpd12870_c0	C7H13N3O2R2	0
cpd12871_c0	C8H15N3O2R2	0
cpd12872_c0		10000000
cpd12873_c0		10000000
cpd12874_c0		10000000
cpd12875_c0		10000000
cpd12876_c0		10000000
cpd12877_c0	C5H6O5R2	0
cpd12878_c0	C63H92CoN13O14P	1
cpd12879_c0		10000000
cpd12880_c0		10000000
cpd12881_c0		10000000
cpd12882_c0	C4H8O2S2	0
cpd12883_c0		10000000
cpd12884_c0	C9H11N2O5RS	-2
cpd12885_c0	C9H9NO4RS	-1
cpd12886_c0		10000000
cpd12887_c0		10000000
cpd12888_c0		10000000
cpd12889_c0		10000000
cpd12890_c0		10000000
cpd12891_c0		10000000
cpd12892_c0		10000000
cpd12893_c0		10000000
cpd12894_c0		10000000
cpd12895_c0		10000000
cpd12896_c0	C15H17O8	-1
cpd12897_c0	C32H42O14	10000000
cpd12898_c0		10000000
cpd12899_c0	C15H21N5O13P2*2	0
cpd12900_c0		10000000
cpd12901_c0		10000000
cpd12902_c0		10000000
cpd12903_c0		10000000
cpd12931_c0	C11H28N5OCl	0
cpd12991_c0	C46H66N13O12S2	1
cpd13044_c0	C7H13N3O2R2	0
cpd13045_c0	C11H22N4O2R2	0
cpd13046_c0	C18H32O16	0
cpd13047_c0	C29H48O23*2	0
cpd13048_c0		10000000
cpd13049_c0	C10H16N3O6S	-1
cpd13050_c0	C20H30N6O12S2	-2
cpd13051_c0		10000000
cpd13052_c0		10000000
cpd13053_c0		10000000
cpd13054_c0	C2H6O2As	-1
cpd13055_c0	C12H14O11R8	0
cpd13057_c0		10000000
cpd13083_c0	C15H11N3O3	0
cpd13195_c0		10000000
cpd13196_c0		10000000
cpd13197_c0		10000000
cpd13198_c0		10000000
cpd13199_c0		10000000
cpd13218_c0		10000000
cpd13267_c0	Cl	-1
cpd13269_c0	C6H9NOI2*2	0
cpd13319_c0		10000000
cpd13332_c0	C18H27O21S3*4	-3
cpd13333_c0	C11H14NO9R4*	0
cpd13334_c0		10000000
cpd13335_c0		10000000
cpd13336_c0		10000000
cpd13337_c0		10000000
cpd13338_c0		10000000
cpd13339_c0		10000000
cpd13340_c0		10000000
cpd13341_c0		10000000
cpd13342_c0	noformula	10000000
cpd13343_c0		10000000
cpd13345_c0		10000000
cpd13346_c0		10000000
cpd13347_c0		10000000
cpd13355_c0	C13H30N2Br2	0
cpd13357_c0	C45H51N4O4R3Mg	1
cpd13361_c0	C20H40O4	0
cpd13362_c0	C19H38N5O11R2S	-1
cpd13363_c0		10000000
cpd13364_c0	C12H16N4O6R3S	-1
cpd13365_c0	C11H16N4O5R3S	-1
cpd13366_c0	C2H3ORS	0
cpd13367_c0	C9H9NO3RSCl	0
cpd13368_c0	C9H10NO3RS	0
cpd13369_c0	C9H9NO3RSCl	0
cpd13370_c0	C20H27N5O17P3R2	-3
cpd13371_c0		10000000
cpd13372_c0		10000000
cpd13373_c0	HRS	0
cpd13374_c0		10000000
cpd13375_c0		10000000
cpd13376_c0	C54H89N2O25P2R7	-2
cpd13377_c0	C52H91N2O23P2R5	-2
cpd13378_c0	C8H14O2*2	0
cpd13379_c0	C8H14O2*2	0
cpd13380_c0	C4H6O2*2	0
cpd13381_c0	C4H6O2*2	0
cpd13382_c0	C18H31N2O27S4*	0
cpd13383_c0	C11H16O19P3R2	-3
cpd13384_c0	C11H16O19P3R2	-3
cpd13385_c0	C11H16O16P2R2	-2
cpd13386_c0	C21H32N5O13R3	0
cpd13387_c0	C55H95N16O13R	0
cpd13388_c0	C55H96N16O17RS	-1
cpd13389_c0	C12H19N3O4R2S	0
cpd13390_c0	C16H26O2	0
cpd13391_c0	C26H50O10	0
cpd13392_c0	C32H60O10	0
cpd13395_c0	C9H9N2O4RS	-2
cpd13396_c0	C10H11NO4RS	-1
cpd13397_c0	C10H12N2O4RS	-1
cpd13399_c0		10000000
cpd13400_c0	C94H155N8O26P2*	0
cpd13401_c0	C95H155N8O28P2*	0
cpd13402_c0		10000000
cpd13403_c0	C30H46N4O16	0
cpd13404_c0		10000000
cpd13408_c0	C4H6O2*2	0
cpd13411_c0	C16H17O8RS	0
cpd13412_c0	C17H19O8RS	0
cpd13413_c0	C18H21O8RS	0
cpd13414_c0	C18H19O9RS	0
cpd13415_c0	C19H21O9RS	0
cpd13416_c0	C20H23O9RS	0
cpd13417_c0	C20H21O10RS	0
cpd13418_c0	C21H23O10RS	0
cpd13419_c0	C22H25O10RS	0
cpd13420_c0	C16H19O8RS	0
cpd13421_c0	C17H21O8RS	0
cpd13422_c0	C18H23O8RS	0
cpd13423_c0	C18H21O9RS	0
cpd13424_c0	C19H23O9RS	0
cpd13425_c0	C20H25O9RS	0
cpd13426_c0	C20H23O10RS	0
cpd13427_c0	C21H25O10RS	0
cpd13428_c0	C22H27O10RS	0
cpd13429_c0	C21H16O8	0
cpd13430_c0	C19H20NO10RS	0
cpd13431_c0	C14H18NO3RS	0
cpd13432_c0	C9H10NO2RS	0
cpd13433_c0	C9H10NO3RS	0
cpd13434_c0	C9H8NO3RS	0
cpd13435_c0	C10H10NO3RS	0
cpd13436_c0	C10H10NO4RS	0
cpd13437_c0	C9H8NO4RS	0
cpd13438_c0	C5H8NORS	0
cpd13439_c0	C5H6NORS	0
cpd13440_c0	C5H4NORS	0
cpd13441_c0	C6H6NORS	0
cpd13780_c0	CH2O	0
cpd13880_c0	C41H64NO16R	0
cpd13883_c0		10000000
cpd13904_c0	C16H26N5O8	-3
cpd13942_c0	C42H70O35*2	0
cpd13953_c0	C36H44N5O8S	-1
cpd14163_c0	C8H11NO2	0
cpd14170_c0	C29H34N2O5	-2
cpd14226_c0	C39H61NO19R2	-2
cpd14231_c0	C11H15O12R2S	-1
cpd14242_c0	C128H218N44O38R2	2
cpd14262_c0	C49H88N16O27RS5	-5
cpd14295_c0	C13H14N3O4	-1
cpd14296_c0	C15H14N3O4	-1
cpd14328_c0		10000000
cpd14338_c0	C12H20O29S6*2	0
cpd14339_c0	C2H4O4S*2	0
cpd14340_c0	C5H8O10S2*2	0
cpd14345_c0	C78H78N9O32RCl2	0
cpd14346_c0	C58H81N2O17R2	-1
cpd14379_c0	C50H72N16O25RS3	-1
cpd14447_c0	C29H37N5O8RS	-1
cpd14448_c0	C35H57NO13R2	0
cpd14464_c0		10000000
cpd14465_c0		10000000
cpd14466_c0		10000000
cpd14467_c0	C4H6N2S4Mn*2	1
cpd14468_c0	C4H6N2S4Zn*2	1
cpd14469_c0	C22H34N2O8R2	0
cpd14470_c0		10000000
cpd14471_c0		10000000
cpd14472_c0		10000000
cpd14473_c0	C2H2O3R	-1
cpd14474_c0	R2S2	0
cpd14475_c0	HO2R	0
cpd14476_c0		10000000
cpd14477_c0		10000000
cpd14478_c0	CH2O3RS	-1
cpd14479_c0	C7H14N5O2R2	1
cpd14480_c0	C8H16N5O2R2	1
cpd14481_c0	C2H6NR	0
cpd14482_c0	C4H8NOR	0
cpd14483_c0	C24H20O13R	-1
cpd14484_c0	C11H19O15P2R	-2
cpd14485_c0	C12H21O11R	0
cpd14486_c0	C14H24NO11R	0
cpd14487_c0	C21H20O8	0
cpd14488_c0	C14H21NO14S*2	0
cpd14489_c0	C2H2O2RX	0
cpd14490_c0	C14H21NO12R	-1
cpd14491_c0	C22H34N2O17R	-1
cpd14492_c0	C14H21NO12R	-1
cpd14493_c0	C20H28NO18R	-2
cpd14494_c0	C14H21NO12R	-1
cpd14495_c0	C20H28NO18R	-2
cpd14496_c0		10000000
cpd14497_c0		10000000
cpd14498_c0		10000000
cpd14499_c0		10000000
cpd14500_c0		10000000
cpd14501_c0		10000000
cpd14502_c0	noformula	10000000
cpd14503_c0	noformula	10000000
cpd14504_c0	C5H9O3R	0
cpd14505_c0	C5H9O6PR	-1
cpd14506_c0	C6H8O7PR2	-1
cpd14507_c0	C6H10N2O3R2S	0
cpd14508_c0	C35H54N3O28R2	-1
cpd14509_c0	C66H57N8O23RCl2	0
cpd14510_c0	C50H71N16O21RS2	0
cpd14511_c0	C53H78N17O21RS2	0
cpd14512_c0	C50H72N17O21RS2	0
cpd14513_c0	C29H48O	0
cpd14514_c0	C28H46O	0
cpd14515_c0	C28H45O	1
cpd14516_c0	C28H44O	0
cpd14517_c0	C28H46O	0
cpd14518_c0	C29H48O	0
cpd14519_c0	C29H46O	0
cpd14520_c0	C28H48O	0
cpd14521_c0	C28H46O	0
cpd14522_c0	C28H48O	0
cpd14523_c0	C28H50O	0
cpd14524_c0	C28H50O2	0
cpd14525_c0	C28H48O2	0
cpd14526_c0	C28H48O3	0
cpd14527_c0	C28H48O4	0
cpd14528_c0	C28H46O4	0
cpd14529_c0	C28H48O4	0
cpd14530_c0	C28H48O5	0
cpd14531_c0	C28H48O2	0
cpd14532_c0	C28H46O2	0
cpd14533_c0	C28H48O2	0
cpd14534_c0	C28H50O2	0
cpd14535_c0	C28H50O3	0
cpd14536_c0	C28H48O3	0
cpd14537_c0	C28H50O3	0
cpd14538_c0	C28H50O4	0
cpd14539_c0	C28H50O5	0
cpd14540_c0	noformula	10000000
cpd14541_c0	noformula	10000000
cpd14542_c0	noformula	10000000
cpd14543_c0	noformula	10000000
cpd14544_c0	C29H45O3	-1
cpd14545_c0	C2H2NO2	-1
cpd14546_c0		10000000
cpd14547_c0	C4H6N2O2SR2	10000000
cpd14548_c0	C4H6N2O2S2R2	10000000
cpd14549_c0		10000000
cpd14550_c0		10000000
cpd14551_c0		10000000
cpd14552_c0	C28H44O	0
cpd14553_c0	C40H44FeN6O8S2	-2
cpd14554_c0		10000000
cpd14555_c0	Na	0
cpd14556_c0	C58H42N7O18R3Cl2	0
cpd14557_c0		10000000
cpd14558_c0		10000000
cpd14559_c0		10000000
cpd14560_c0		10000000
cpd14561_c0		10000000
cpd14562_c0		10000000
cpd14563_c0		10000000
cpd14564_c0		10000000
cpd14565_c0		10000000
cpd14566_c0		10000000
cpd14567_c0		10000000
cpd14568_c0		10000000
cpd14569_c0		10000000
cpd14570_c0		10000000
cpd14571_c0		10000000
cpd14572_c0		10000000
cpd14573_c0		10000000
cpd14574_c0		10000000
cpd14575_c0		10000000
cpd14576_c0		10000000
cpd14577_c0		10000000
cpd14578_c0		10000000
cpd14579_c0		10000000
cpd14580_c0		10000000
cpd14581_c0		10000000
cpd14582_c0		10000000
cpd14583_c0		10000000
cpd14584_c0	C7H19N3	2
cpd14585_c0	C11H20N4O2R2	0
cpd14586_c0		10000000
cpd14587_c0		10000000
cpd14588_c0	C40H60	0
cpd14589_c0	C40H56	0
cpd14590_c0	C40H58O	0
cpd14591_c0	C40H56O	0
cpd14592_c0	C46H68O6	0
cpd14593_c0		10000000
cpd14594_c0		10000000
cpd14595_c0	C47H67O7R	0
cpd14596_c0		10000000
cpd14597_c0		10000000
cpd14598_c0	C40H54	0
cpd14599_c0		10000000
cpd14600_c0		10000000
cpd14601_c0	C40H58O	0
cpd14602_c0		10000000
cpd14603_c0		10000000
cpd14604_c0		10000000
cpd14605_c0	C40H56O	0
cpd14606_c0		10000000
cpd14607_c0		10000000
cpd14608_c0	C41H58O	0
cpd14609_c0	C41H60O2	0
cpd14610_c0	C41H58O2	0
cpd14611_c0		10000000
cpd14612_c0	C42H60O2	0
cpd14613_c0	C27H46O2	0
cpd14614_c0	C28H48O2	0
cpd14615_c0	C42H58O3	0
cpd14616_c0	C42H56O4	0
cpd14617_c0	C41H60O	0
cpd14618_c0	C41H62O2	0
cpd14619_c0	C42H64O2	0
cpd14620_c0		10000000
cpd14621_c0		10000000
cpd14622_c0		10000000
cpd14623_c0	C40H60O	0
cpd14624_c0		10000000
cpd14625_c0		10000000
cpd14626_c0	C41H62O	0
cpd14627_c0		10000000
cpd14628_c0	C40H58O	0
cpd14629_c0		10000000
cpd14630_c0	C41H60O	0
cpd14631_c0		10000000
cpd14632_c0	C41H62O2	0
cpd14633_c0	C41H58O2	0
cpd14634_c0		10000000
cpd14635_c0	C41H60O3	0
cpd14636_c0		10000000
cpd14637_c0	C40H58	0
cpd14638_c0	C40H52	0
cpd14639_c0	C40H54	0
cpd14640_c0	C40H54O	0
cpd14641_c0		10000000
cpd14642_c0		10000000
cpd14643_c0	C46H64O6	0
cpd14644_c0	C29H50O	0
cpd14645_c0		10000000
cpd14646_c0	C47H63O7R	0
cpd14647_c0		10000000
cpd14648_c0	C40H56O3	0
cpd14649_c0		10000000
cpd14650_c0		10000000
cpd14651_c0		10000000
cpd14652_c0	C6H12O6	0
cpd14653_c0	C6H12O9P	-1
cpd14654_c0	C16H23N5O16P2	-2
cpd14655_c0	C6H12O9P	-1
cpd14656_c0		10000000
cpd14657_c0	C40H54O4	0
cpd14658_c0		10000000
cpd14659_c0	C6H11O7	-1
cpd14660_c0		10000000
cpd14661_c0	C40H56O4	0
cpd14662_c0	C40H56O2	0
cpd14663_c0	C48H70O6	0
cpd14664_c0		10000000
cpd14665_c0	C48H70O7	0
cpd14666_c0		10000000
cpd14667_c0	C46H66O6	0
cpd14668_c0	C46H66O7	0
cpd14669_c0	C46H64O8	0
cpd14670_c0	C40H48	0
cpd14671_c0		10000000
cpd14672_c0		10000000
cpd14673_c0		10000000
cpd14674_c0		10000000
cpd14675_c0		10000000
cpd14676_c0		10000000
cpd14677_c0	C57H86O7	0
cpd14678_c0	C59H90O7	0
cpd14679_c0	C61H94O7	0
cpd14680_c0	C59H90O8	0
cpd14681_c0	C61H94O8	0
cpd14682_c0	C63H98O8	0
cpd14683_c0	C78H124O14	0
cpd14684_c0		10000000
cpd14685_c0		10000000
cpd14686_c0		10000000
cpd14687_c0	C80H128O14	0
cpd14688_c0	C82H132O14	0
cpd14689_c0	C40H54O2	0
cpd14691_c0	C40H52O3	0
cpd14692_c0	C40H54O3	0
cpd14693_c0	C52H76O12	0
cpd14694_c0	C21H30O9	0
cpd14695_c0	C15H21O5	-1
cpd14698_c0	C17H27N4O8P2S	-1
cpd14699_c0	C13H25NO2S2	0
cpd14700_c0	C16H25N4O8P2S	-1
cpd14702_c0	C17H27N4O8P2S	-1
cpd14703_c0	C13H25NO2S2	0
cpd14706_c0	C54H80O7	0
cpd14707_c0	C54H80O8	0
cpd14708_c0	C68H104O14	0
cpd14709_c0	C22H29N2O3	1
cpd14710_c0	C10H15N2O3	1
cpd14711_c0	C5H11NO2	0
cpd14712_c0	C18H35O4	-1
cpd14713_c0	C18H35O7P	-2
cpd14714_c0	C6H12O21P5	-5
cpd14715_c0	C6H12O21P5	-5
cpd14716_c0	C27H46O2	0
cpd14717_c0		10000000
cpd14718_c0	C7H5N5O	0
cpd14719_c0	C4H2N3O4	-1
cpd14720_c0	C5H11NO3S	0
cpd14721_c0	C5H11NO3S	0
cpd14722_c0		10000000
cpd14723_c0	C26H21N5O19S6	-4
cpd14724_c0		10000000
cpd14725_c0		10000000
cpd14726_c0		10000000
cpd14727_c0		10000000
cpd14728_c0		10000000
cpd14729_c0		10000000
cpd14730_c0		10000000
cpd14731_c0		10000000
cpd14732_c0		10000000
cpd14733_c0	C22H33N10O15P2R2	-1
cpd14734_c0		10000000
cpd14735_c0		10000000
cpd14736_c0	C14H12O	0
cpd14737_c0	C14H14O2	0
cpd14738_c0		10000000
cpd14739_c0		10000000
cpd14740_c0		10000000
cpd14741_c0		10000000
cpd14742_c0		10000000
cpd14743_c0		10000000
cpd14744_c0		10000000
cpd14745_c0		10000000
cpd14746_c0		10000000
cpd14747_c0		10000000
cpd14748_c0		10000000
cpd14749_c0	C15H24	0
cpd14750_c0		10000000
cpd14751_c0		10000000
cpd14752_c0		10000000
cpd14753_c0		10000000
cpd14754_c0		10000000
cpd14755_c0		10000000
cpd14756_c0		10000000
cpd14757_c0		10000000
cpd14758_c0		10000000
cpd14759_c0	C13H12N4	0
cpd14760_c0		10000000
cpd14761_c0		10000000
cpd14762_c0		10000000
cpd14763_c0		10000000
cpd14764_c0		10000000
cpd14765_c0		10000000
cpd14766_c0		10000000
cpd14767_c0		10000000
cpd14768_c0		10000000
cpd14769_c0		10000000
cpd14770_c0		10000000
cpd14771_c0		10000000
cpd14772_c0		10000000
cpd14773_c0		10000000
cpd14774_c0		10000000
cpd14775_c0		10000000
cpd14776_c0		10000000
cpd14777_c0		10000000
cpd14778_c0		10000000
cpd14779_c0		10000000
cpd14780_c0		10000000
cpd14781_c0		10000000
cpd14782_c0		10000000
cpd14783_c0		10000000
cpd14784_c0		10000000
cpd14785_c0		10000000
cpd14786_c0		10000000
cpd14787_c0		10000000
cpd14788_c0		10000000
cpd14789_c0		10000000
cpd14790_c0	C3H4O6S	-2
cpd14791_c0	C12H22NO12P	0
cpd14792_c0	C17H18N4O8P	-1
cpd14793_c0	CNR	0
cpd14794_c0	CH2NOR	0
cpd14795_c0	C8H7N	0
cpd14796_c0	C8H9NO	0
cpd14797_c0		10000000
cpd14798_c0		10000000
cpd14799_c0		10000000
cpd14800_c0		10000000
cpd14801_c0		10000000
cpd14802_c0		10000000
cpd14803_c0		10000000
cpd14804_c0		10000000
cpd14805_c0		10000000
cpd14806_c0		10000000
cpd14807_c0		10000000
cpd14808_c0		10000000
cpd14809_c0		10000000
cpd14810_c0		10000000
cpd14811_c0		10000000
cpd14812_c0		10000000
cpd14813_c0		10000000
cpd14814_c0		10000000
cpd14815_c0		10000000
cpd14816_c0		10000000
cpd14817_c0		10000000
cpd14818_c0		10000000
cpd14819_c0		10000000
cpd14820_c0		10000000
cpd14821_c0		10000000
cpd14822_c0		10000000
cpd14823_c0		10000000
cpd14824_c0		10000000
cpd14825_c0		10000000
cpd14826_c0		10000000
cpd14827_c0		10000000
cpd14828_c0		10000000
cpd14829_c0		10000000
cpd14830_c0		10000000
cpd14831_c0		10000000
cpd14832_c0		10000000
cpd14833_c0		10000000
cpd14834_c0		10000000
cpd14835_c0		10000000
cpd14836_c0		10000000
cpd14837_c0		10000000
cpd14838_c0		10000000
cpd14839_c0		10000000
cpd14840_c0		10000000
cpd14841_c0		10000000
cpd14842_c0		10000000
cpd14843_c0		10000000
cpd14844_c0		10000000
cpd14845_c0		10000000
cpd14846_c0		10000000
cpd14847_c0		10000000
cpd14848_c0		10000000
cpd14849_c0		10000000
cpd14850_c0		10000000
cpd14851_c0		10000000
cpd14852_c0		10000000
cpd14853_c0		10000000
cpd14854_c0		10000000
cpd14855_c0		10000000
cpd14856_c0		10000000
cpd14857_c0		10000000
cpd14858_c0		10000000
cpd14859_c0	C12H21N3O3	0
cpd14860_c0		10000000
cpd14861_c0		10000000
cpd14862_c0	C15H24	0
cpd14863_c0	C15H24	0
cpd14864_c0	C15H26O	0
cpd14865_c0	C30H48	0
cpd14866_c0	C30H42	0
cpd14867_c0	C30H39O2	-1
cpd14868_c0	C36H50O7	0
cpd14869_c0	C51H78O8	0
cpd14870_c0	C11H6O5	-2
cpd14871_c0	C10H14N2	0
cpd14872_c0	C10H12N2O2	0
cpd14873_c0	C10H4N2O6	-2
cpd14874_c0	C14H22N3O15P2	-1
cpd14875_c0	C15H21N3O16P2	-2
cpd14876_c0	C14H18N2O16P2	-2
cpd14877_c0	C61H99NO8P	-1
cpd14878_c0	C60H100NO7P	0
cpd14879_c0		10000000
cpd14880_c0	C6H6O5	-2
cpd14881_c0	C18H31ORS	0
cpd14882_c0	C18H29ORS	0
cpd14883_c0	C39H61N7O17P3S	-3
cpd14884_c0	C39H59N7O17P3S	-3
cpd14885_c0	C41H63N7O17P3S	-3
cpd14886_c0	C41H61N7O17P3S	-3
cpd14887_c0	C43H65N7O17P3S	-3
cpd14888_c0	C45H69N7O17P3S	-3
cpd14889_c0	C45H67N7O17P3S	-3
cpd14890_c0	C43H63N7O17P3S	-3
cpd14891_c0	C43H67N7O17P3S	-3
cpd14892_c0	C45H71N7O17P3S	-3
cpd14893_c0	C45H69N7O17P3S	-3
cpd14894_c0	C43H65N7O17P3S	-3
cpd14895_c0		10000000
cpd14896_c0		10000000
cpd14897_c0		10000000
cpd14898_c0		10000000
cpd14899_c0	C41H65N7O17P3S	-3
cpd14900_c0	C41H67N7O17P3S	-3
cpd14901_c0	C6H7OCl5	0
cpd14902_c0	C6H8O2Cl4	0
cpd14903_c0	C22H34O2	0
cpd14904_c0	C24H36O2	0
cpd14905_c0	C6H7O9P	-2
cpd14906_c0	C16H16O5	0
cpd14907_c0	C18H16O6	0
cpd14908_c0	C18H16O6	0
cpd14909_c0	C16H14O5	0
cpd14910_c0	C24H21O12	-1
cpd14911_c0	C24H21O13	-1
cpd14912_c0	C10H6O6S2	-2
cpd14913_c0	C10H6O6S2	-2
cpd14914_c0	C22H22O10	0
cpd14915_c0	C10H7O5S	-1
cpd14916_c0	C25H23O13	-1
cpd14917_c0	C10H6O7S	-2
cpd14918_c0	C7H4O6S	-2
cpd14919_c0	C6H7O2B	2
cpd14920_c0	C10H7O3S	-1
cpd14921_c0	C10H7O3S	-1
cpd14922_c0	C14H12O2	0
cpd14923_c0	C14H10O2	0
cpd14924_c0	C14H12O2	0
cpd14925_c0	C14H10O2	0
cpd14926_c0	C14H8O2	0
cpd14927_c0	C15H12O2	0
cpd14928_c0	C14H8O4	-2
cpd14929_c0	C14H9O4	-1
cpd14930_c0	C13H8O2	0
cpd14931_c0	C11H7O3	-1
cpd14932_c0	C10H8O2	0
cpd14933_c0	C11H6O5	-2
cpd14934_c0	C8H6O4	-2
cpd14935_c0	C39H65N7O18P3S	-3
cpd14936_c0	C39H67N7O18P3S	-3
cpd14937_c0	C39H65N7O17P3S	-3
cpd14938_c0	C18H33O2RS	0
cpd14939_c0	C18H35O2RS	0
cpd14940_c0	C18H33ORS	0
cpd14941_c0	C25H23O12	-1
cpd14942_c0	C22H24O9	0
cpd14943_c0	C25H25O12	-1
cpd14944_c0	C16H12O6	0
cpd14945_c0	C16H12O6	0
cpd14946_c0	C16H12O5	0
cpd14947_c0	C16H12O6	0
cpd14948_c0	C25H23O13	-1
cpd14949_c0	C15H11O5	-1
cpd14950_c0	C15H11O6	-1
cpd14951_c0	C7H4NO4	-1
cpd14952_c0	C7H6NO3	-1
cpd14953_c0	C8H16NOR	0
cpd14954_c0	C8H14NORS2	0
cpd14955_c0	C18H25N5O8PS2	-1
cpd14956_c0	C8H13ORS3	0
cpd14957_c0	H3NR	1
cpd14958_c0	C8H13O2S2	-1
cpd14960_c0	C43H44CoN4O16	-6
cpd14961_c0	C45H50CoN4O16	-6
cpd14962_c0	C7H4NO2Br2	-1
cpd14963_c0	C6H3OBr2	-1
cpd14964_c0	C6H4O2Br2	0
cpd14965_c0	C6H3O5Br	-2
cpd14966_c0	C5H8N6O	0
cpd14967_c0	C28H50O2	0
cpd14968_c0	C28H46O3	0
cpd14969_c0	C28H48O3	0
cpd14972_c0	C30H39N7O17P3S	-3
cpd14973_c0	C30H41N7O18P3S	-3
cpd14974_c0	C24H42O4	0
cpd14975_c0	C24H41O7S	-1
cpd14976_c0	C27H48O6	0
cpd14977_c0	C27H47O9S	-1
cpd14978_c0	C13H10O3	0
cpd14979_c0	C13H9O4	-1
cpd14980_c0	C13H8O6	-2
cpd14981_c0	C8H14NO9S	-1
cpd14982_c0	C6H4O4Cl	-1
cpd14983_c0	C4H5O2	-1
cpd14984_c0	C25H37N7O17P3S	-3
cpd14985_c0	C15H24	0
cpd14986_c0	C40H56O2	0
cpd14987_c0	C46H66O7	0
cpd14988_c0	C6H9O4	-1
cpd14989_c0	C27H41N7O19P3S	-3
cpd14990_c0	C40H56O4	0
cpd14991_c0	C52H76O12	0
cpd14992_c0	C40H56	0
cpd14993_c0	C41H58O2	0
cpd14994_c0	C42H60O4	0
cpd14995_c0	C41H58O2	0
cpd14996_c0	C41H58O2	0
cpd14997_c0	C7H7NS	0
cpd14998_c0	C40H56O3	0
cpd14999_c0	C7H7NOS	0
cpd15000_c0	C40H56O4	0
cpd15001_c0	C7H7NO2S	0
cpd15002_c0	C12H22O	0
cpd15003_c0	C7H14O5	0
cpd15004_c0	C27H21O16	-3
cpd15005_c0	C27H21O17	-3
cpd15006_c0	C27H20O18	-4
cpd15007_c0	C40H58	0
cpd15008_c0	C42H45O22	-1
cpd15009_c0	C43H47O22	-1
cpd15010_c0	C42H44O23	-2
cpd15011_c0	C43H47O23	-1
cpd15012_c0	C44H49O23	-1
cpd15013_c0	C30H25O13	-1
cpd15014_c0	C21H18O11	-2
cpd15015_c0	C39H36O21	-2
cpd15016_c0	C18H27O2	-1
cpd15017_c0	C24H19O15	-3
cpd15018_c0	C96H104O53	-2
cpd15019_c0	C36H40O25	-2
cpd15020_c0	C30H30O20	-2
cpd15021_c0	C27H29O15	-1
cpd15022_c0	C27H29O16	-1
cpd15023_c0	C27H28O17	-2
cpd15024_c0	C12H18O4	-2
cpd15025_c0	C12H19O3	-1
cpd15026_c0	C6H10O	0
cpd15027_c0	C12H19O3	-1
cpd15028_c0	C27H28O17	-2
cpd15029_c0	C36H34O20	-2
cpd15030_c0	C33H39O22	-1
cpd15031_c0	C27H28O16	-2
cpd15032_c0	C18H29O3	-1
cpd15033_c0	C12H17O3	-1
cpd15034_c0	C13H20O3	0
cpd15035_c0	C18H27O3	-1
cpd15036_c0	C18H27O3	-1
cpd15037_c0	C18H29O4	-1
cpd15038_c0	C9H15O3	-1
cpd15039_c0	C9H14O	0
cpd15040_c0	C18H27O3	-1
cpd15041_c0	C18H27O3	-1
cpd15042_c0	C18H29O3	-1
cpd15043_c0	C39H61N7O18P3S	-3
cpd15044_c0	C39H59N7O18P3S	-3
cpd15045_c0	C39H61N7O19P3S	-3
cpd15046_c0	C39H59N7O19P3S	-3
cpd15047_c0	C37H57N7O18P3S	-3
cpd15048_c0	C37H55N7O18P3S	-3
cpd15049_c0	C37H57N7O19P3S	-3
cpd15050_c0	C37H55N7O19P3S	-3
cpd15051_c0	C35H53N7O18P3S	-3
cpd15052_c0	C35H51N7O18P3S	-3
cpd15053_c0	C35H53N7O19P3S	-3
cpd15054_c0	C35H51N7O19P3S	-3
cpd15055_c0	C33H49N7O18P3S	-3
cpd15056_c0	C40H52	0
cpd15057_c0	C18H29O4	-1
cpd15058_c0	C18H29O3	-1
cpd15059_c0	C17H28O	0
cpd15060_c0	C17H27O2	-1
cpd15061_c0	C23H37N2O5	-1
cpd15062_c0	C18H29O3	-1
cpd15063_c0	C40H54O3	0
cpd15064_c0	C3H3OCl	0
cpd15065_c0	C36H35O17	-1
cpd15066_c0	C36H35O18	-1
cpd15067_c0	C36H34O19	-2
cpd15068_c0	C11H15N4O6	1
cpd15069_c0	C6H6N4O2	0
cpd15070_c0	C42H45O25	-1
cpd15071_c0	C6H6N4O3	0
cpd15072_c0	C7H8N4O3	0
cpd15073_c0	C6H6N4O2	0
cpd15074_c0	C6H6N4O2	0
cpd15075_c0	C6H6N4O3	0
cpd15076_c0	C7H8N4O3	0
